func_args;signature;origin
TokenExchangeFailed(address,uint256);\x56e60a31ff53612407261d12d05ce4b623506086477395bf1a7b299c652ae31a;10
EthFundTransfer(uint256);\xcd639e6c9004b58476a66b3d69e887aac93116e060da7f653ded0827ab71e094;10
TokenFundTransfer(uint256);\x545ae0f6cb6bf7a282a3d5757836f4030f56a65d4884e02f2e70439f9378aaa4;10
OnCarrotsPurchased(address,bytes32,uint256,uint8[2],bytes32,uint256[6],uint256,uint256);\x37e922ba04599bac08dd204063b35033a2404af8421bbbfc19e37ae1428d2781;10
OnEthWithdrawn(address,uint256);\x4a9a7ce5c41059acd2b3d280e9a9a50325c15c2cdda790f1c5a2d9a89eda9755;10
OnHorseNamed(address,bytes32,uint8,bytes32,uint256,uint256);\x9e17b52779622ff1f917bf346e699156a067e77d4fb32d5bc004c9afbf670821;10
OnNameRegistered(address,bytes32,uint256,uint256);\x9d66d53cbc2eeb6bea75583aa14c2062287bfaa0d9051e72df8499985c815691;10
OnTransactionFail(address,bytes32);\x7c9cea421c85b153482cc16cc5d3f3c486d5efc921236b82e56302d82cfba523;10
TokenAddressSet(address);\xd82cad5fdc98633445b90f806f2e1a61a5409f92187ee9cd87f1da18c9069266;10
FirstPreIcoActivated(uint256,uint256,uint256);\x51d26adccb601271e55631c73aee7e29678606a9110c11e7eb2e89298d6d7b53;10
SecondPreIcoActivated(uint256,uint256,uint256);\x4dde2e619a56452eba4ffb2b0ee1e119214b0d3532c5553a89a3eaa4050de39a;10
MainIcoActivated(uint256,uint256,uint256);\xdfa81445ea612eadad88e8cdc9f21fe17178d27cfc98f807f197a976b75a4759;10
BonuseChanged(uint256);\xda80c37f7249115632cb2bb43310f2b4451db56551cb7386b4f97d7f7ff1ef0a;10
OffchainPurchaseMade(address,uint256);\x09ac61e8c2e3eee0496e96a5f50cdcc23550cf81bf411781f477cfbaca742c9f;10
UnsoldTokensWithdrawn(uint256);\x7c885dc2bd1a0b45fe4cf249833d28907319b5b702b3496d49dd231cee285025;10
IcoDeadlineExtended(uint8,uint256);\xcf418a3161d034757bf70bca0cdb0f90510d7f82e0c054bdcb7cfac6040425ae;10
IcoDeadlineShortened(uint8,uint256);\x40506dbfb91763c1fd9e13674210316c92aa9ea079e062e1a37f9773c7f3ab5f;10
IcoTerminated(uint256);\xd51de4f597d61f31b7ba926908a009dbff3f0dc80c09a1b7bd9f3c8003a5cf2f;10
Set(string,string,address);\xbc2d87f558ef845e506be363ca87ffd7dce3019e7c6fad9f1e50accd53118188;10
SetUsername(string,address);\xca7263d608cf783c9be486875229ef125c760435b171f356c8284a1f70591635;10
SetAgenda(string,address);\x6ebf5f8b27cf5ef3a1007c63f821f138cfc14134ec5a17962d9788865e324cd0;10
Unset(string,string,address);\xfcfbc962336496dfa2dd4f29f07d2ab829c236b907ad169f55ccb688ca417864;10
UnsetUsername(string,address);\x8c377ca62cc7c1aa86dc1c95a374c083682c4b9273ada02b2694394fa8ff1f40;10
UnsetAgenda(string,address);\xbcf610bc5ea9d8669a5014103ae91f2f0aedbfdd7f46c3534020cf43e74b6fd5;10
ChangeBidId(uint256,uint256);\x0f9f4387e30aa1f3fa669d8b55861c607b56f3bcf454b08b88d8bbb950b7ba13;10
RemoveBid(uint256);\xcb538b01585dddbc519fb52cca8e62978b42e665165d7b9ecb108940f5aebb8b;10
CancelBid(uint256);\x7687efe94566d20f7ebb8eff43bb57b2c014749dfd9ad179089e58c338ecdfa7;10
Sell(uint256,uint256);\x8ed05978f1a2453a08590ad9c67430e04d0b816de1318b575d1c28b7965ff5d5;10
Offer(uint256);\xee046dfd9e835fa8731932677c785a4d0b621036ae894acf04d1b38ee2b6cc64;10
ChangeOfferId(uint256,uint256);\x79cb30c109026c35965feec62cd541fb2d75c14a0c5267c05b5b74c6d95afac8;10
RemoveOffer(uint256);\x00cf90213953a8a8f8269880a45aca07559e96c9ea06f0c77222eddfd85ed47c;10
CancelOffer(uint256);\x4e455dbee07370885b62f673891219a5fee0380b3da49d8bcae6297dc345cde0;10
newInvestor(uint16,address,uint256,uint256);\x3fc86d3258f28ee7b7daef193bfa8f22c604f90ea55cb687b53b235331bf09f9;10
lastInvestorPaidOut(uint256);\xd416d1a6c80c44d6c37485222554c826652e3bbf5f73842798511d236e6a7929;10
manualCheckInvestmentRequired(uint256,uint256);\x480d3b2fca4ad039915b78d925c7ab968e4290fe3c391c7e90fd023f06909e24;10
newOwner(uint256);\x7e1c06b65487d5cbf264c82b554324a7bdf92ec734434abcca20510793b23265;10
newFeePercentageIsSet(uint256);\xdf4fcf8ef9ada1fc0d5491b60802b8a0c3393ad8f3a593a125df74c06595631f;10
newPayOutPercentageIsSet(uint256);\xf6785de7465ac1e936a10ee1862237bf93e77cf458286ea79b30484a52c6831d;10
smartContractIsForSale(uint256);\xd0d13e871975da5ea3066783539885e82caec92f998790c2e601520c8b6bc058;10
smartContractSaleEnded();\x5fd0f8b2fb4ffd7c4d244688daecee6ec1cb836047a31176ad4386951a162082;10
smartContractPriceIsSet(uint256);\xf81501f8c4785da11240d79a3b711043c2d4a4f9b211209de4a5c6ca4ad3ba3f;10
TokenTransfer(address,uint256,uint256);\x9087e92f42cb23d10212b5222d537c8cd504e6f990bcdbf8614859f370b3cbfc;10
LogAddQuestion(address,address,string,uint256,uint256);\xd84d010e54b7f3a2e94a3f05df0c18dab2b51c0d69a8229fa04f8aee519d67dc;10
etherReceived(uint256);\x699e21c8b7091f6cb2dc2f2653d170e400fa469381b6b0441201d78664cbf34e;10
ZitetagUpdate(bytes32,string,string);\xcae130ab04bc6dea5a7250d3a1ae2c770a8d9d029efcd3de1764f1f08065108e;10
SendPrizeError(uint256,string);\x2afc455aa1a9850b803dfff6bee46de3cbbe38ded71b06a646d1dfce653955ce;10
OverthrowOccurred(uint256,address,bytes23,address,uint256);\xc83e58d7177ede708898b52074d4170a814567d16e726145e6ffd2949fac6c89;10
OverthrowRefundSuccess(uint256,string,address,uint256);\x7ec2f7089b8385bbdf9a0764da5530ce3b10790b330990c4a16eee8502fee635;10
OverthrowRefundFailure(uint256,string,address,uint256);\x9e8d29ce9e4f8c5858752f5647dc107c3e2920ba59cf4ebecec0c3b3e4ff5754;10
SendPrizeSuccess(uint256,address,address,uint256,uint256);\xb118d61b0dad314aa0e1fbf891cd90b2a2e6c3a045b45086ab53171a9c62f198;10
SendPrizeFailure(uint256,address,address,uint256,uint256);\x110c9f01bab897795c757b52a2b569e4b4fb23c70e0ef82fddb744a2080444dc;10
FeesSent(uint256,address,uint256);\xc45e5179c60db4d7153208f2be391d4f772ed3ca331081374ec8b205f4091102;10
BuyEvent(address,string,uint256,uint256);\x21a60fb40c132393c5873d10e2290b2e7225da6cbc0fcdff0835014312d971a6;10
NewCustomerTx(address,bytes32,uint256,uint256,uint256);\xd280d5be34bbf471a21c2bb2b1313abd4dd5b15c89638dde24764428cda630d3;10
Result(address,uint256);\xe8f062c04470f78a887153f0f4b52a017e7a9fcbcceb38366ff8e3013101f8c4;10
SetMinAllowedReservingPercentage(uint256);\x14ef8b429aae72a4fea37675df419c7c5159b3fcd41ace6ecc49d5d02469daf6;10
SetMaxAllowedReservingPercentage(uint256);\x7e7474389a69c93c733d84c5565b309afc9ae9a13c4316277c72b36153ee1ac2;10
PayTokens(address,uint256,uint256);\x3400d00d671ea3974d18ff2b63baf6b05812567e3af24056ed7d33b30e396859;10
GoldAllocation(uint256,uint256);\xde11823ad4c1d9d7ef9f5a42932881fa9a2b92c55d0fa17bf38aa270d915f815;10
DividendsClaimed(address,uint256);\x16b8533c95f66ab8c192c98ddcf5031bcb3ee6f4022988bdadd57d3422da3073;10
AuctionCreate(uint256,address,uint256);\xe793ffbd8d1d9749a0cdd9b308cea8716ce980a0fd4c6d3ff797fee30b6b8d36;10
AuctionSold(uint256,address,address,uint256,uint256);\x0d259704f0a3fdb5a78e979b1b2d94ad960184f4a9b79fdd4781596c9816949a;10
AuctionCancel(uint256,address,uint256);\xcfe2451676906fa3f3adb56a50efd88ebe9b61a1b7e55aef1995f2f7f08edd84;10
AuctionPriceChange(uint256,address,uint256,uint64);\x9f297c706489b220981530945df5bcaca282e88f0ba6b299a6130ce96892a73f;10
StartVote(uint256,address,string);\x4d72fe0577a3a3f7da968d7b892779dde102519c25527b29cf7054f245c791b9;10
CastVote(uint256,address,bool,uint256);\xb34ee265e3d4f5ec4e8b52d59b2a9be8fceca2f274ebc080d8fba797fea9391f;10
ExecuteVote(uint256);\xbf8e2b108bb7c980e08903a8a46527699d5e84905a082d56dacb4150725c8cab;10
ChangeSupportRequired(uint64);\x903b617f7f36eb047a29b89d1bf7885fdae31d250c3320fccf11d045c11b396e;10
ChangeMinQuorum(uint64);\x3172f2e9273c729c2a47cc8bf7e7f18506e3e3035126d562602bd2155bc78a50;10
Minted(address,address,uint32);\xad1f152c061f6e528e6e53a190e109d8a7f4c5206a07f973fcf65428c0df5662;10
LevelUp(address,address,uint256,uint8);\xd693f7897ea5570e5e6cc7ba2f6e9046767ef404654d19d67e4e4c9ff31db536;10
UpgradeComplete(address,address,uint256,uint32,uint32);\x2e248c68b7b360c93d67684c218cada70ca2e1e05d355b7e762dfe4bcc1e2a8c;10
StateModified(address,address,uint256,uint48,uint48);\x1b755b8ec947974a4b8f50c18c45e32ed3ac8ec062be077abf3975c39e6a39b1;10
LogAccountRegistered(address,address,bytes32,bytes32,bytes32,bytes32);\x4e5d7186588b9c46f11c946a7943d4834f1197c2cb8108f4f9533b7b422fdda3;10
LogAccountModified(address,address,bytes32,bytes32,bytes32,bytes32);\xaa0710613f71378bf64b02065760908f7a75462a83fa9169eb50953b776c9cf2;10
LogItemRegistered(address,uint256,uint256,bytes32,bytes32,bytes32);\x682ab756286c943bd9544b86e36bef50ef3fa8a70a49e75500e897cba208848b;10
LogItemModified(address,uint256,uint256,bytes32,bytes32,bytes32);\xa36b8af148c775401524e82e40d70b3e8be55ad745e72fc998201c84208a8c7e;10
UserAdmittedEvent(address);\xc60d2bb4f86eca87b59da71777c9c49f14b7e6e0567cdb94cf8ca37c4cfba903;10
UserDeniedEvent(address);\xe7e65f730d559db2b46f8f48ccfe155cfac294035e3ec54990c5fd632c11620e;10
UserLicenseGrantedEvent(address,bytes32);\xc3e035c8da5265ecd158950d851ecf2b2bc0591aa338daa250ddb767c5349bc0;10
UserLicenseRenewedEvent(address,bytes32);\x496f36ece3e6043638d81d019dd84ae015e966923dd8bbae6a488bdc0451e29a;10
UserLicenseRevokedEvent(address,bytes32);\xd853c209c5a583baf5e21b2bcaf5260ee2a787619665cb533941474d3e2659c4;10
LogNewProvider(address,string,bytes32);\x53ed589b931f3eef8f960ebedca42e6fd5943e9c28f6e5b35ac2e9b9dce97dff;10
LogCustomerVerified(address,address,uint8);\xf7f59b0f319f2c9b602cfadacf86ba70810de82e157ceb8a5c0ef1a977eb2c28;10
LandmarkSold(uint256,uint256,uint256,address,address);\x1de4b55555f2403be0e84e451b5550de00175f813dd149443d87cde014d9b117;10
LandmarkCreated(uint256,uint256,uint256,address);\x9bbc104042ca5ccd74f17ffc491346abe46ff881e9f1ca8cffa50d5ed9874bd3;10
BountyTransfer(address,address,uint256);\x45ee91510428cdd8ab70ba001ec2706e4b506f193863cb77be085636e86943e4;10
LogExecutorAdded(address);\x8002cf25aa76b379f7f97c8fe71f2bb091370573ab719fd656612219aae890ba;10
LogExecutorRemoved(address);\x67c86b0b9218d30f0d89e72b9aafcace5cd51e46f60fdf6f3323877952e21c4b;10
LogPaymentRegistered(address,address,string);\x428ab8c1610a031128b670bb25673444ab666a8ffc071f4d10f9a4d4111cc4b9;10
LogPaymentCancelled(address,address,string);\x172a33cda438041634fc514b27425640f7d77fd7bd679f07f1931d454b08fa78;10
LogPullPaymentExecuted(address,address,string);\x13492443fb72a9a7d56cc1aa2e262bcf2442d4b084def464b7934b3485114e59;10
LogSetExchangeRate(string,uint256);\x91507cd48322a48a936015a3065f76190a84176426c149cd0149452bc34bd097;10
KittyBurned(address,uint256);\xeb71dabeb0f93a742759462b5704866833c281deb9dea88412154d7ec7e7370c;10
SaleAttributed(address,address,uint256);\x3ebb49b18b4f44644a51e25d20e6c257ceba7ee8ec5cb88ac374fca33766b696;10
WhitelistAllocationIncreased(address,uint16,bool);\x182403595f03b09451f01855ea93548e0b4c9dd92a772ee25da4824e89b9eb5f;10
WhitelistAllocationUsed(address,bool);\xc87bda92828214b95d41ddff14835f330d955845b925a72fdefcb48a615c602e;10
PackBought(address,uint256[]);\x1947a407fc738aebf73559f82e681274d64efa878ea80c083c5c081d4e9833a0;10
PacksLoaded(uint8,uint32[]);\x6785a08d643117337b6cae6465390f9f22ae34088a05a84d89b3c78632eb7d44;10
SaleStarted(uint8,uint256,uint8);\x49b5a104df37543df7eecddafee8eec8da453b3c03b42881d383d08f37591695;10
StandardPackPriceChanged(uint256);\xf5e9907ba672c6a37e1d3b463a333cd517a16fd547860bc43eaabf0e03bdd9c6;10
HashRedeemed(bytes32,address);\xf4a65fdaee7ca2336b6b5ea720055552af3fd371f7ebe46b8c83fa89d8c733f8;10
DrawLottery(string,uint256);\xc3e92f9ee0388a6ddb1bd6a7cccd1edfe734c8ec1d10deea52b19c598331d147;10
Accept(string,uint256);\xd4e98e42299ef145012a5ccded32fcc0439821e295ca57625757fb20330c7469;10
Decline(string,uint256);\xd5f28fb70cb6a87c416574138c75f2054d854d9e0496868fa8d307f5a9b515a7;10
NewTopic(string,address,uint256);\x1693358189c76cc518d194a1bcafb89ed41659e080110d6affe566d26651f76c;10
ContributeToTopic(string,address,uint256);\xa9ec293d495ffc1aec62cf3c14344c925c59ef864ffc3efc1b15fba7d5210428;10
CreateKWH(address,uint256);\x553ea03e7b022b5d3ceac103ce19bd07e79e9f4ba72f6b0c23f93fd0973c15e1;10
TransferFeeUpdated(uint256);\xf9f635b7cf851af6071aaf78ef8a5f752dc52f19d556fea4512b0c2ad4baea72;10
ExchangeFeeUpdated(uint256);\xca0fe312a812d26dafe5eeab8fb96d69fbf83e7e5c71b4bb1e6d3f12fa0864d5;10
FeePeriodClosed(uint256);\xe2ca356e01eb0a4bb7caaf07d472b7d687db156713ffc3111c758e9fe0a17ea7;10
FeesClaimed(address,uint256);\x9493e5bbe4e8e0ac67284469a2d677403d0378a85a59e341d3abc433d0d9a209;10
DividendsPayment(uint256,address);\x5448634990dfe807815d13fa2804f44cebc413d2582cb7cf30a7f140dd426496;10
AddTrust(address,uint256);\xd1279ea816fe5d2927b75d801ea3cf9c18768d4ea697c64889a75e4b0c0bc64c;10
OwnerWhitelisted(address,address,string,string);\xd3bb7a0fd3c972c824718e5d4fe7501feb58ebd797223783efbfd1d3085d4943;10
TokenPlaced(address,address,uint256,address);\x2b11dc5f6b2036a3d03d04c1e89724a8650507582665455ed7154b544f3e3c4f;10
CrowdsaleInitialized(address,address,uint256);\x824239e216016c403265447935e88cc521189d5e9a52754e5c2a16f7436281dc;10
CrowdsaleTokenMinted(address,address,uint256);\x9a2331701430ef95fa157fc5598820b278d8225e8a51263887abb0e1e2b06d97;10
Deployed();\x3fad920548ed9f22deb8333b4cc1e4f9bc36666a1c2aa30ad59a0a3bb9dcbb92;10
AuctionCanceled();\x3edab9d02702b82c68bc3a966d302af41abe4f3d8e2408b27b94e5f9bf2d722c;10
LogResult(bytes32,address,uint256,uint256,uint256,uint256,int256,bytes);\xdad08e0f4cdc3249665598d84473d12bc3eddc911507e05c39b30bc60456cb96;10
UnfreezeOf(address);\x8c6eeed3d39dffff685e18609fe88a9ac5445fe9e5e040bad017160a1c36a38c;10
TransferAccessOn();\x6ca27a1cd0d569bf14783cb6e210f86fde6257948765cf6b00e203620a66f336;10
TransferAccessOff();\x6c2d504e07f6ab725bcb41deee55a5809ecdca13297f060fa925865af3915fbd;10
OffChainTokenPurchase(address,uint256,uint256);\x9de97afaefc65973fc0fc0cbacbd22338324445a444e9a44b088bd4093521d62;10
CashierAdded(address);\xf5e7ad070b601d97c8a654c4678b4b54f68a0e014c164355ba793485a020b466;10
CashierRemoved(address);\x203fa192fae7436b333002c99a5072613938b0a57bb7d3c5f7c719c8fa5c5476;10
eWhitelisted(address,uint256);\xf0a132c70bdc5d8687161a22ca6626325f8474131743a068b173c9f8c8390c48;10
luckybuyEvent(address,uint256,uint256,uint256);\xf413ae1219e47cfd6bc35c56ea14d8c0951ea1661eadcc5f82f3702e753f0e47;10
buydonationEvent(address,uint256,uint256,uint256,address);\x2f5eb24cd42a6e3ab8958af6f40c63d3592af1927ab3d75ff798c7de85d75b1e;10
NewVote(address,bytes32,address,uint256);\x03493f239ae746243bd932fe008aab9958bea99169cc7d73fab2ceef9817b1ba;10
LockAmount(address,address,uint256,uint256);\x0d3d0fd8e1cbfcff61809766ea3ecedfb5f700f84c73829aeeda4835c54a1815;10
Timestamp(bytes32);\xfb33b316f029ff81c07523ba653ccda33f60870a066744b1d6cbfe33726f8f03;10
TransfersFrozen(bool);\xff7ea91c52ebd8c0d8018fdba50cb801e862f6795b1e17eeac882d4288b09340;10
TransfersThawed(bool);\xb36ea4d45a6246e5ea6da988f57a5bf9a9022c85940cc6fe92dd9e45bf632cf6;10
EthTransferOut(address,uint256);\xfed66b098dae795e8a862bb1a0d1883d488f015acc2cf25cd29091efa8d8fb6b;10
MergedMinerValidatorSet(address);\x09eeb152b2546a9b79b2896b1b207bd9d9e94f00c0fad15b068e84478511bd52;10
StakeContractSet(address);\xcf229ad20569d02c4a6cd3b3ae6130cb9e6257558e22a670804b6a6eb866b714;10
FailOverStakeContractSet(address);\x540af0fc125e4047c03435dd52febc08726667f13f9c4ac5e8795a451be52f8b;10
CoinsMinted(address,address,uint256);\x601ace93afe864dd1288a16daad8ee79b21790c32c80d710b03cbae376e9e65f;10
CollateralLocked(bytes32,address,uint256);\x38f12634ebefbe7f6767652aae05e220f95e0ca8ef8353c9c9c5ae439a592aec;10
CollateralReturned(bytes32,address,address,uint256);\x2621540e2b91ca10330d6a7cbd6fb8cab2396f91c4935ad76b1183770819fa1f;10
CollateralSeized(bytes32,address,address,uint256);\x50d195a4b80a950617a8e0e18ac9dd4c0236ac72d5e12355d881443823870d39;10
LogNewInvestment(address,uint256,uint256,uint256);\x65d599fb7e86d2903416fd1388592cc6807e430c63c46a131464bb89fc0fda29;10
LogReinvest(address,uint256,uint256);\x4c9002ccff3a40c9b5f96811afabbfaaf9bfaa1e46273a8f2dfbdc078f5167d6;10
Unpause(address,uint256);\xe3338c1c649986dbdcc0a34160c789b50eda42615d8768c5b7518b40af6a80b2;10
DisputerCreated(address,address,address,uint256,uint256[],bool);\xdc33eb9102aa503367a57c7a80dce32304f72659b35fbeec109348e46934b3d6;10
RegisterKey(address,string);\x3e1c2d5aa7c7e9c6aee595b21985d65698cf34791729a62493b50faaba9d72ba;10
ModifyPublicKeySize(uint8);\x29976934d3f9d95f6a0ce801d180608322c777eb714677033b041c7e22190be6;10
CrabPartAdded(uint256,uint256,uint256);\xed9950c79158ffe3c0b665a85f412eb27c20e971fa5a914310dfd6b1dee94a83;10
GiftTransfered(address,address,uint256);\xaebbb4ee1fc853915b9cedb29924255ea7bd0dcbea2122e66f15e5f6773ca445;10
DefaultMetadataURIChanged(string);\x1fdac1904931a18a5d52e0a2f2c12e0533c25aa2bd3c0c09088f407e86e91306;10
EntropyTxDetails(address,string,uint256);\xf6a29b8164767b279fc7f52c77d2a0d3d43c854f943f898ab54375192105fe26;10
Sale();\xb78f9de73ca0069a2bfc6463635707582269ea0b35047249542a65a7116dbee6;10
Unsale();\xe4aeb32678c97d3b78819cccdb37fed789072f0a01dfd087caef53d43448712a;10
Trade(address,uint256,address,uint256,address,address,uint8);\x7b6c917cd708d6f749ab415a0f1aa5ced6110d03141d28e5b75e216ecb4e79f7;10
WithdrawPreSigned(address,uint256,address);\x8b47986acfb878e86b02f0a5ddbb807908f8a7b61c412ad3b3b855fd057aecc6;10
Rebalance(address,address,uint256);\xb0850b8e0f9e8315dde3c9f9f31138283e6bbe16cd29e8552eb1dcdf9fac9e3b;10
MESSAGE(string);\xf3a332ff8d0378beb0243b0e0dabb37043926778ce33fae5cfe615e34a33d594;10
ADDRESS(address,uint256);\x0b2d4f103510e17b030ccebd4b8cb9c73cc69309773669399a08dde8a10654bd;10
DeedClosed();\xbb2ce2f51803bba16bc85282b47deeea9a5c6223eabea1077be696b3f265cf13;10
RefundAdded(address,uint256);\x38dec0fa11e2eca35d2f1ae0dc1933f1c4de2a271f3ab480f29de14010fe9f89;10
RefundEnabled(uint256);\x652b51ebfa74d4bc01d860bdc67153acb742ccf10072afc89a7f59efa77485ba;10
Milestone(string,uint8);\x5f478f7413562af165926b17b71c8c8db3c453f8375f228a713de83abda663af;10
PaymentMade(address,uint256);\x3a2d0e41c506b136330c6e5e0295ccbf0966daece99bfe7c89020cc01dbfb8d6;10
FlightStart(uint256,uint256,uint256);\xef1f1ad4b52d93e15a4644b09396f2cfe26784552453b3ea067218ae45388363;10
FlightEnd(uint256,uint256,uint256,uint256);\x64cea50955ff52f4e4fe3c4852818bc4154596928ec994c4b0c6b20dea9bb26c;10
onLog(string,address,address,uint256);\x944ac4db1e650a8ad2472a0ac9453a071b5add94c87bdae64c680d532e38c517;10
onCommunityReward(address,address,uint256);\x1f199f5326ae23f37e738f64ee17ce22576cfb9cd73fa7872b0797fd6a8fecc4;10
StartPublicSale(uint256);\x02e1e1c38268e2c2e32fe988eed0396306d58317d9754c8b2d7b64fea354aed9;10
OnTransfer(address,address,bool,uint256,uint256,uint256);\xa948b1e19bf3cfbd5a3b1ee0f70db3992f58983bb57a8582c30cd62fbf96b25c;10
Created(bytes32,uint256);\x7c80fe55c4b039ad1d31b6b31e04db1b5d89dc0a4e89bb999939bd74e8aac934;10
Transfer(bytes32,bytes32,uint256);\xbc7a322f72742a0c810e1f76615f57ed3a5bbfcbd956d3d451b3158968faace9;10
Approval(bytes32,bytes32,uint256);\xf6d2c55c8d7458b3b22f5534fd41ebe91e2a7da94922c17c1fe9e4d209dca04a;10
WithdrawContributorsToken(address,uint256);\xd849f8aadc62851c8ee5bc2c5760f8382a20816410f901c74d4c58e30eaa986c;10
TokenRates(uint256);\x1b9c71ccf21897edec183cecacd887ef531e460f19d757d3ba59eb996d600134;10
Profit(uint256);\x357d905f1831209797df4d55d79c5c5bf1d9f7311c976afd05e13d881eab9bc8;10
LogUI(string,uint256);\x3ffa6a8fa4bb148894910af9a5726ae34ab29a3cff214e5ee73689b51e20607a;10
addressesImported(address,uint256,uint256);\xf2e6e170d879efede65a028673e2c88bbcf769a7ccd47ef762e89d1c2eaadca1;10
AllowTransactionEnquireResult(address,bool,address,uint256,address,string);\x757c8c2939454f5a8549d98fb48d201c738a35c85fbc6952710d61882bf990e8;10
AllowAccessEnquireResult(address,bool,address,bytes4,string);\xe0dafb746c1c769b4f556d6599c17432bb29708ebd7e5f143e7451587e4ef5c1;10
AccessChanged(address,address,bytes4,bool);\x5b10ebdf5bbb01af81935290f997dafa1f18d5350ef366e0e8d31b3a458dc86d;10
TimeBoundaryChanged(string,uint256);\x5f159e6084cf2621eb3ec93ee4a16a80f9b67cd469f18a702170f3aa4fbebe14;10
OperatorUpdated(address);\xb3b3f5f64ab192e4b5fefde1f51ce9733bbdcf831951543b325aebd49cc27ec4;10
onVote(address,int256);\x1fc242b9e0bd86dfa3afb1f32472da3e0a4fd22860614f124be2ba1aa3e45e07;10
onUnVote(address,int256);\x8899fa0d9f7c3624e2c1eb5047970114cb932903ee9b02cb348b28c9d7ff6c87;10
IdentityApproval(address,address,uint256);\xdfac424fb6b854b9ad3b573ab2dd4a9bf495eeec067dccafbd371f5861809684;10
IdentityRevoke(address,address);\xf840be5bb9b5e88f74eb0009a17b42354a7927125c2eb6b82a11ddb02c0de89f;10
ChangeClaimAddress(address,address);\xfe0f2fabef98f4a2afb32ffc5a9bcd4e9287c86c73a5c0f249d1f587c6fd5466;10
AmountClaimed(address,uint256);\x13dcfa08b5805e689424ccce1892676af568734e1561cc374b73c6c5e5f30400;10
AddUser(address,uint256);\x6932ac5f42401e77c40344f612fa5558d62470f6a92606e938a4743c566e6ce8;10
ChangedWeiCostOfToken(uint256);\x7413f9447baeadb8af4c2e6871f06ae3535bc17600f026a4ceb8707be5dd24c2;10
NewAccreditedInvestor(address,address);\x38760f13a9dbce1ea033f7d0923fa30e7b1f7d1cae9a2dfe0261f348ee794a08;10
PowerEtherResults(address,uint256,uint256,uint256,uint256,uint256,uint256,uint256,bool,bool);\x2b1a9e0979176303d3570fa47f21c993af9553585553e70563b2781c29acfffa;10
MegaJackpotCapWin(address,uint256);\x584f546089926258391c388f4380eb746d69d2f98c56074d8a0b8497131e23c7;10
LogQuery(address,uint256,uint256,uint256,uint256,uint256,uint256);\xa0733886217b5466d903ba96e7ba633e1b75ecb2653f5961ff8b095e94d37af4;10
balanceUpdated(uint256);\xeac46c267f41c6dfbd79484730f70788e670799194f5711ef47eba57a81e5a55;10
SaleLive(bool);\x594ac0b4ca8d0faa4c24b7ed4da22de236720d3eaf3ea347542cff512938d37e;10
TokenPurchase(address,address,uint256,uint16);\x5008303500a3c0505c2352bb3eaaf7174c7014ae890cd04c6a2d67f75e5624a5;10
Recruited(address,address,address,uint256,uint256,uint16);\x84b0d742efb91a8602bc82aa6fbbdb336613b533fd40f980a0a1d942075e72af;10
BountyGranted(address,uint16,string);\xe1d703f6919ec30272fc0c2872b4eda4cd8951cd37fb78a371074dde9eb2716d;10
OracleFundsWithdraw(uint256);\x90ca46d6ed29ace867de12658061a05b159e2858ff1e3cd90e5b74b8e25a8db2;10
OracleGasPriceChange(uint256);\xed0a769fe42e24510f9a2d734369394443a31ab746c848c7b8534851b4fc1760;10
OracleGasLimitChange(uint256);\x14a13d743714da6bcc185b116304898863fca12cc836c2c861f35467f0fe1821;10
OracleIntervalChange(uint256);\x8414899d1463bf96631193383ccbc65245950b354296f9dd096e8a15e131e8be;10
OracleQueryStringChange(string);\x7e2a98122445acbfeb24e15229bccfe808bf695a8521ba40c1379bd19070953e;10
